folder_name,run_name,dataset,model,optimizer,seed,learning_rate,batch_size,epochs,test_accuracy,test_f1,cls_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,final_train_loss,final_train_acc,final_val_loss,final_val_acc,final_val_f1,best_epoch,best_val_loss,best_val_acc,best_val_f1,training_time_seconds
lstm_ag_news_rmsprop_0.0001_16_20251129_041434,lstm_ag_news_rmsprop_0.0001_16_20251129_041434,ag_news,lstm,rmsprop,42,0.0001,16,8,0.9127631578947368,0.912914487542568,0.9127631578947368,0.9133631183454424,0.9127631578947368,0.912914487542568,0.9133631183454426,0.9127631578947368,0.912914487542568,0.1443520654366351,0.951575,0.2842824707057719,0.9127631578947368,0.912914487542568,8,0.2842824707057719,0.9127631578947368,0.912914487542568,3668.640439271927
lstm_ag_news_sgd_0.001_16_20251129_031337,lstm_ag_news_sgd_0.001_16_20251129_031337,ag_news,lstm,sgd,42,0.001,16,8,0.8948684210526315,0.8948916069312185,0.8948684210526315,0.8958152790682113,0.8948684210526316,0.8948916069312185,0.8958152790682113,0.8948684210526315,0.8948916069312185,0.2599352493548145,0.9109416666666666,0.3070217425885953,0.8948684210526315,0.8948916069312185,8,0.3070217425885953,0.8948684210526315,0.8948916069312185,3653.7886333465576
lstm_imdb_adagrad_0.001_16_20251130_052338,lstm_imdb_adagrad_0.001_16_20251130_052338,imdb,lstm,adagrad,42,0.001,16,8,0.81156,0.811555730305115,0.81156,0.811588239366769,0.8115600000000001,0.811555730305115,0.8115882393667692,0.81156,0.811555730305115,0.3842091384991498,0.83304,0.4283718911541229,0.81156,0.811555730305115,8,0.4283718911541229,0.81156,0.811555730305115,1130.841771364212
lstm_imdb_adamw_2e-05_16_20251130_042638,lstm_imdb_adamw_2e-05_16_20251130_042638,imdb,lstm,adamw,42,2e-05,16,8,0.80968,0.8096773092939279,0.80968,0.8096975135182685,0.80968,0.8096773092939279,0.8096975135182686,0.80968,0.809677309293928,0.3976132370154978,0.82552,0.4315146689535007,0.80968,0.8096773092939279,8,0.4315146689535007,0.80968,0.8096773092939279,1143.1687276363373
lstm_imdb_adam_2e-05_16_20251130_040738,lstm_imdb_adam_2e-05_16_20251130_040738,imdb,lstm,adam,42,2e-05,16,8,0.80796,0.8078611671660336,0.80796,0.8085949432301063,0.80796,0.8078611671660336,0.8085949432301063,0.80796,0.8078611671660337,0.3987161502032347,0.82516,0.4326667945178956,0.80796,0.8078611671660336,8,0.4326667945178956,0.80796,0.8078611671660336,1134.6534762382507
lstm_imdb_cobyla_0.0001_16_20251130_054238,lstm_imdb_cobyla_0.0001_16_20251130_054238,imdb,lstm,cobyla,42,0.0001,16,8,0.49876,0.4986373618856359,0.49876,0.4987587855481176,0.49876,0.4986373618856359,0.4987587855481176,0.49876,0.4986373618856359,0.6933507486100542,0.49896,0.6931406277078738,0.49876,0.4986373618856359,8,0.6931406277078738,0.49876,0.4986373618856359,1116.86523270607
lstm_imdb_qng_1e-05_16_20251130_062024,lstm_imdb_qng_1e-05_16_20251130_062024,imdb,lstm,qng,42,1e-05,16,8,0.70284,0.7021888366059857,0.70284,0.7046296892981567,0.70284,0.7021888366059857,0.7046296892981566,0.70284,0.7021888366059857,0.5820295749302484,0.6992,0.5755935530687706,0.70284,0.7021888366059857,8,0.5755935530687706,0.70284,0.7021888366059857,1147.9729464054108
lstm_imdb_qpso_3e-05_16_20251130_060121,lstm_imdb_qpso_3e-05_16_20251130_060121,imdb,lstm,qpso,42,3e-05,16,8,0.82028,0.8196245737095977,0.82028,0.8250038376998685,0.82028,0.8196245737095977,0.8250038376998684,0.82028,0.8196245737095977,0.357506848371189,0.84888,0.4065627919430162,0.82028,0.8196245737095977,8,0.4065627919430162,0.82028,0.8196245737095977,1136.603319644928
lstm_imdb_rmsprop_0.0001_16_20251130_050438,lstm_imdb_rmsprop_0.0001_16_20251130_050438,imdb,lstm,rmsprop,42,0.0001,16,8,0.7846,0.7845971459983456,0.7846,0.7846150841440755,0.7846,0.7845971459983456,0.7846150841440755,0.7846,0.7845971459983456,0.446349270508332,0.79664,0.4536232430004036,0.7846,0.7845971459983456,8,0.4536232430004036,0.7846,0.7845971459983456,1136.1784636974337
lstm_imdb_sgd_0.001_16_20251130_044547,lstm_imdb_sgd_0.001_16_20251130_044547,imdb,lstm,sgd,42,0.001,16,8,0.57304,0.5719801983170925,0.57304,0.5737706414294733,0.57304,0.5719801983170925,0.5737706414294733,0.57304,0.5719801983170925,0.6755491814320467,0.57712,0.6771460427966396,0.57304,0.5719801983170925,8,0.6771460427966396,0.57304,0.5719801983170925,1125.0121080875397
lstm_sst2_adagrad_0.001_16_20251201_130400,lstm_sst2_adagrad_0.001_16_20251201_130400,sst2,lstm,adagrad,42,0.001,16,8,0.7752293577981652,0.7744879163565928,0.7752293577981652,0.7769152347981225,0.7744379893912604,0.7744879163565928,0.7765941153695591,0.7752293577981652,0.774725177617896,0.2599200887866583,0.8939850628814088,0.6159609772942283,0.7752293577981652,0.7744879163565928,5,0.5547856138511138,0.7809633027522935,0.7802114853460687,1405.169446706772
