folder_name,dataset,model,optimizer,seed,learning_rate,epochs,batch_size,momentum,weight_decay,spsa_a,spsa_c,accuracy,macro_f1,macro_precision,macro_recall,weighted_f1,weighted_precision,weighted_recall,final_train_loss,final_val_loss,final_val_acc,best_val_acc,final_train_acc,training_time
cifar10_SimpleCNN_SGD_42_1750301502,cifar10,SimpleCNN,SGD,42,0.001,50,32,0.9,,,,0.8093,0.8083696412049196,0.8092653093094289,0.8093,0.8083696412049196,0.8092653093094289,0.8093,0.3503397522181272,0.6160970417360148,79.95,80.24,87.6125,429.775486946106
cifar10_SimpleCNN_SPSA_123_1752336017,cifar10,SimpleCNN,SPSA,123,0.001,50,32,,,0.1,0.01,0.6558,0.6487196392294121,0.6579883199848148,0.6557999999999999,0.648719639229412,0.6579883199848148,0.6558,1.3601660184652775,0.9795113607717398,65.58,65.58,50.218,26.688760995864868
cifar10_SimpleCNN_SPSA_1337_1750313996,cifar10,SimpleCNN,SPSA,1337,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.04,10.04,9.99,425.1897039413452
cifar10_SimpleCNN_SPSA_1337_1750315688,cifar10,SimpleCNN,SPSA,1337,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.04,12.08,9.99,420.30234003067017
cifar10_SimpleCNN_SPSA_1337_1752545743,cifar10,SimpleCNN,SPSA,1337,0.001,50,32,,,0.1,0.01,0.7521,0.7535773989171457,0.7569257653318087,0.7520999999999999,0.7535773989171457,0.7569257653318088,0.7521,0.143049716992681,1.7311647896187754,75.21,76.62,95.562,889.752908706665
cifar10_SimpleCNN_SPSA_2025_1750314558,cifar10,SimpleCNN,SPSA,2025,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.0,10.0,10.0,420.7300107479096
cifar10_SimpleCNN_SPSA_2025_1750316247,cifar10,SimpleCNN,SPSA,2025,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.0,14.97,10.0,423.6114070415497
cifar10_SimpleCNN_SPSA_2025_1752546663,cifar10,SimpleCNN,SPSA,2025,0.001,50,32,,,0.1,0.01,0.7568,0.7551228830460982,0.7577884411497503,0.7567999999999999,0.7551228830460981,0.7577884411497504,0.7568,0.1518333038577055,1.6750304775116165,75.68,77.09,95.232,884.0277247428894
cifar10_SimpleCNN_SPSA_42_1750313434,cifar10,SimpleCNN,SPSA,42,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,9.73,9.73,10.0675,424.93964409828186
cifar10_SimpleCNN_SPSA_42_1750315130,cifar10,SimpleCNN,SPSA,42,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,9.73,9.73,10.0675,420.1324133872986
cifar10_SimpleCNN_SPSA_42_1752335925,cifar10,SimpleCNN,SPSA,42,0.001,50,32,,,0.1,0.01,0.6155,0.6164325453894788,0.6413958599194771,0.6155,0.6164325453894789,0.6413958599194771,0.6155,1.4068543718018292,1.0807705346387797,61.55,61.55,48.344,30.67557024955749
cifar10_SimpleCNN_SPSA_42_1752544827,cifar10,SimpleCNN,SPSA,42,0.001,50,32,,,0.1,0.01,0.7687,0.7691153814673848,0.7699580514398855,0.7687,0.7691153814673849,0.7699580514398855,0.7687,0.1424714042763146,1.625262817302451,76.87,77.07,95.406,886.3869528770447
fashion_mnist_ResNet18_AdamW_1337_1751068641,fashion_mnist,ResNet18,AdamW,1337,0.001,50,32,,0.01,,,0.895,0.8961264791493446,0.9007317903977105,0.8950000000000001,0.8961264791493444,0.9007317903977102,0.895,0.0229040270301338,0.4610256443383793,90.16666666666669,91.53333333333332,99.24166666666666,1228.9199857711792
fashion_mnist_ResNet18_AdamW_1337_1751070023,fashion_mnist,ResNet18,AdamW,1337,0.001,50,32,,0.01,,,0.8954,0.896866336010031,0.9033357082077188,0.8954000000000001,0.8968663360100309,0.9033357082077188,0.8954,0.1473820382468402,0.297593914921085,89.66666666666667,90.98333333333332,94.59375,1229.1033430099487
fashion_mnist_ResNet18_AdamW_2025_1751071404,fashion_mnist,ResNet18,AdamW,2025,0.001,50,32,,0.01,,,0.9076,0.9074795826058496,0.907742313302474,0.9076,0.9074795826058496,0.907742313302474,0.9076,0.0240343612837338,0.4344656798721601,90.80833333333334,91.45833333333331,99.19791666666669,1229.1424202919006
fashion_mnist_ResNet18_AdamW_2025_1751357431,fashion_mnist,ResNet18,AdamW,2025,0.001,50,32,,0.01,,,0.9041,0.9040668752478972,0.9045994008437604,0.9041,0.9040668752478972,0.9045994008437604,0.9041,0.1477497728851934,0.2727969062825044,90.76666666666668,91.23333333333332,94.50416666666666,1249.0307137966156
fashion_mnist_ResNet18_AdamW_42_1751065878,fashion_mnist,ResNet18,AdamW,42,0.001,50,32,,0.01,,,0.9044,0.9047643993745752,0.9056742198509354,0.9044,0.9047643993745752,0.9056742198509355,0.9044,0.0253230820645379,0.4333473690439326,91.14166666666668,91.625,99.15625,1228.9088640213013
fashion_mnist_ResNet18_AdamW_42_1751067260,fashion_mnist,ResNet18,AdamW,42,0.001,50,32,,0.01,,,0.8929,0.8935892985016073,0.8974799055038106,0.8929,0.8935892985016073,0.8974799055038105,0.8929,0.1488721389298637,0.3184335550715526,89.83333333333333,91.28333333333332,94.45208333333332,1229.495842218399
fashion_mnist_ResNet18_Adam_1337_1751063142,fashion_mnist,ResNet18,Adam,1337,0.001,50,32,,,,,0.9033,0.9034124935841742,0.9037214376188232,0.9033,0.9034124935841744,0.9037214376188232,0.9033,0.0140281549779162,0.5280575857657629,91.23333333333332,91.69166666666666,99.5625,1206.2229070663452
fashion_mnist_ResNet18_Adam_2025_1751064496,fashion_mnist,ResNet18,Adam,2025,0.001,50,32,,,,,0.906,0.9057196748666309,0.9070437974512278,0.906,0.9057196748666309,0.9070437974512277,0.906,0.0136873194920828,0.5355382674959256,91.025,91.6,99.58125,1205.9467623233795
fashion_mnist_ResNet18_Adam_42_1750981523,fashion_mnist,ResNet18,Adam,42,0.001,50,32,,,,,0.9097,0.909275466539722,0.9093556289875568,0.9097000000000002,0.909275466539722,0.9093556289875568,0.9097,0.0172863251115656,0.4880290793712289,91.30833333333334,91.70833333333331,99.46041666666666,1234.0542414188385
fashion_mnist_ResNet18_QNG_1337_1751360311,fashion_mnist,ResNet18,QNG,1337,0.001,50,32,,,,,0.9017,0.9014370583488456,0.902472370199298,0.9017,0.9014370583488456,0.9024723701992978,0.9017,0.0999879999821694,0.690844089773794,90.26666666666668,91.38333333333334,97.56666666666666,1290.9448113441467
fashion_mnist_ResNet18_QNG_2025_1751361771,fashion_mnist,ResNet18,QNG,2025,0.001,50,32,,,,,0.8959,0.8957792504559354,0.8977257607209552,0.8958999999999999,0.8957792504559353,0.8977257607209551,0.8959,0.1231565561721598,39.32885266824594,89.83333333333333,90.50833333333334,97.30833333333334,1288.6151678562164
fashion_mnist_ResNet18_QNG_42_1751358853,fashion_mnist,ResNet18,QNG,42,0.001,50,32,,,,,0.901,0.9019567629907488,0.9035574878691032,0.901,0.9019567629907488,0.9035574878691032,0.901,0.0944629721821286,0.9744435834946732,91.21666666666668,91.44166666666666,97.57708333333332,1291.0754935741425
fashion_mnist_ResNet18_SGD_1337_1750976597,fashion_mnist,ResNet18,SGD,1337,0.001,50,32,0.9,,,,0.9128,0.9124979163609568,0.9123168882911546,0.9127999999999998,0.9124979163609568,0.9123168882911548,0.9128,0.0072806970891222,0.5419663150530153,91.80833333333334,91.94166666666666,99.75416666666666,1051.865557193756
fashion_mnist_ResNet18_SGD_1337_1750977798,fashion_mnist,ResNet18,SGD,1337,0.001,50,32,0.9,,,,0.9047,0.904854515729016,0.90513065331533,0.9047,0.9048545157290162,0.90513065331533,0.9047,0.0269226056212307,0.5579861063559074,90.88333333333334,91.15,99.025,1110.8480360507965
fashion_mnist_ResNet18_SGD_1337_1752469740,fashion_mnist,ResNet18,SGD,1337,0.001,50,32,0.9,,,,0.9133,0.9130067647172802,0.9130273460321372,0.9133,0.91300676471728,0.9130273460321372,0.9133,0.0033368650463996,0.5837340514988641,91.33,91.33,99.905,1693.8470170497894
fashion_mnist_ResNet18_SGD_1337_1752471465,fashion_mnist,ResNet18,SGD,1337,0.001,50,32,0.9,,,,0.9134,0.9134669574362432,0.9136414038226418,0.9134,0.9134669574362432,0.9136414038226418,0.9134,0.0092605104429592,0.5510884145749068,91.34,92.07,99.71833333333332,1767.1347105503082
fashion_mnist_ResNet18_SGD_1337_1752473262,fashion_mnist,ResNet18,SGD,1337,0.001,50,32,0.9,,,,0.8828,0.8829399769099288,0.8832146640159863,0.8827999999999999,0.8829399769099289,0.8832146640159863,0.8828,0.0072687377477433,0.6014287974655675,88.28,88.67,99.81666666666666,1687.9405853748322
fashion_mnist_ResNet18_SGD_1337_1752474983,fashion_mnist,ResNet18,SGD,1337,0.001,50,32,0.9,,,,0.9118,0.911563138097009,0.9115709664537214,0.9117999999999998,0.911563138097009,0.9115709664537216,0.9118,0.0038798032780151,0.575145773683199,91.18,91.18,99.89,1762.7588222026825
fashion_mnist_ResNet18_SGD_2025_1750979060,fashion_mnist,ResNet18,SGD,2025,0.001,50,32,0.9,,,,0.9147,0.914524232504928,0.914659007436019,0.9146999999999998,0.914524232504928,0.914659007436019,0.9147,0.0037806801442028,0.5427335351588748,91.98333333333332,91.98333333333332,99.87916666666666,1051.00843000412
fashion_mnist_ResNet18_SGD_2025_1750980261,fashion_mnist,ResNet18,SGD,2025,0.001,50,32,0.9,,,,0.9052,0.9052001110195246,0.9055332188545484,0.9052,0.9052001110195248,0.9055332188545484,0.9052,0.0255570569129122,0.4799856672053769,91.025,91.175,99.08541666666666,1109.5505239963531
fashion_mnist_ResNet18_SGD_2025_1752476777,fashion_mnist,ResNet18,SGD,2025,0.001,50,32,0.9,,,,0.9078,0.9062765506829548,0.9083417649575904,0.9078,0.9062765506829548,0.9083417649575906,0.9078,0.0080638408990647,0.6129320313567861,90.78,91.29,99.73666666666666,1685.1157772541046
fashion_mnist_ResNet18_SGD_42_1750974102,fashion_mnist,ResNet18,SGD,42,0.001,50,32,0.9,,,,0.9091,0.909412660489292,0.9101691244453504,0.9091,0.909412660489292,0.9101691244453504,0.9091,0.0084622318084025,0.5506810081646933,91.18333333333334,91.85833333333332,99.72916666666669,1049.4093208312988
fashion_mnist_ResNet18_SGD_42_1750975335,fashion_mnist,ResNet18,SGD,42,0.001,50,32,0.9,,,,0.9064,0.9068756502073676,0.9088511487210926,0.9064,0.9068756502073676,0.9088511487210926,0.9064,0.0365379527505817,0.5043124776988794,91.19166666666666,91.86666666666666,98.67083333333332,1109.5041830539703
fashion_mnist_ResNet18_SGD_42_1752462689,fashion_mnist,ResNet18,SGD,42,0.001,50,32,0.9,,,,0.9047,0.9039555743258704,0.9050870058615664,0.9047,0.90395557432587,0.9050870058615664,0.9047,0.0110245724165627,0.5956304624828168,90.47,91.13,99.63,1697.21994972229
fashion_mnist_ResNet18_SGD_42_1752464416,fashion_mnist,ResNet18,SGD,42,0.001,50,32,0.9,,,,0.9194,0.9187753726212712,0.9189211064103532,0.9194,0.9187753726212712,0.9189211064103536,0.9194,0.008389226522298,0.5393631709512221,91.94,91.94,99.72166666666666,1767.2705948352814
fashion_mnist_ResNet18_SGD_42_1752466213,fashion_mnist,ResNet18,SGD,42,0.001,50,32,0.9,,,,0.8859,0.8854112252877038,0.8853653932703839,0.8858999999999998,0.8854112252877036,0.8853653932703839,0.8859,0.0080048154348895,0.5957104991065165,88.59,88.73,99.77166666666666,1694.73117852211
fashion_mnist_ResNet18_SGD_42_1752467939,fashion_mnist,ResNet18,SGD,42,0.001,50,32,0.9,,,,0.9075,0.9071159280984394,0.907076369095532,0.9075,0.9071159280984392,0.907076369095532,0.9075,0.0085573497013144,0.5435868999695765,90.75,91.28,99.70833333333331,1769.8796689510343
fashion_mnist_ResNet18_SPSA_1337_1751727196,fashion_mnist,ResNet18,SPSA,1337,0.001,50,32,,,0.1,0.01,0.1125,0.0404591644551691,0.0348949170791853,0.1125,0.0404591644551691,0.0348949170791853,0.1125,3120771115153096.5,3115811025910934.0,10.925,11.45,11.139583333333333,1591.9050767421722
fashion_mnist_ResNet18_SPSA_1337_1751728937,fashion_mnist,ResNet18,SPSA,1337,0.001,50,32,,,0.1,0.01,0.5712,0.5668965515770505,0.5654104271683952,0.5711999999999999,0.5668965515770504,0.5654104271683954,0.5712,7.992686747868856,7.27927453549703,57.56666666666667,57.56666666666667,54.4125,1591.1354565620422
fashion_mnist_ResNet18_SPSA_2025_1751730673,fashion_mnist,ResNet18,SPSA,2025,0.001,50,32,,,0.1,0.01,0.096,0.0397471295102734,0.0651748908146377,0.096,0.0397471295102734,0.0651748908146377,0.096,233880532530058.6,235352016869305.0,9.641666666666667,10.3,9.825,1576.56724524498
fashion_mnist_ResNet18_SPSA_2025_1751732394,fashion_mnist,ResNet18,SPSA,2025,0.001,50,32,,,0.1,0.01,0.5791,0.5760392236622287,0.5774124885020484,0.5791,0.5760392236622287,0.5774124885020484,0.5791,8.966210002740224,8.408475547472635,57.74166666666667,57.74166666666667,55.75,1600.6944839954376
fashion_mnist_ResNet18_SPSA_42_1751374964,fashion_mnist,ResNet18,SPSA,42,0.001,50,32,,,0.1,0.01,0.0997,0.0450571813792787,0.1049801512698607,0.0997,0.0450571813792787,0.1049801512698607,0.0997,2341515347122017.0,2324461561087437.0,10.166666666666666,11.233333333333333,10.310416666666669,3555.4283821582794
fashion_mnist_SimpleCNN_AdamW_1337_1750331156,fashion_mnist,SimpleCNN,AdamW,1337,0.001,50,32,,0.01,,,0.9118,0.9114852079230044,0.9116082981839704,0.9118,0.9114852079230044,0.9116082981839704,0.9118,0.0400370415458899,0.4706317473761737,91.85,92.00833333333334,98.65208333333334,315.5689759254456
fashion_mnist_SimpleCNN_AdamW_1337_1750332488,fashion_mnist,SimpleCNN,AdamW,1337,0.001,50,32,,0.01,,,0.9115,0.9109633807332504,0.9108843876480984,0.9115,0.9109633807332502,0.9108843876480984,0.9115,0.0492607948781315,0.6405066628486772,91.78333333333332,92.18333333333334,98.52083333333331,313.2454242706299
fashion_mnist_SimpleCNN_AdamW_1337_1750333824,fashion_mnist,SimpleCNN,AdamW,1337,0.001,50,32,,0.01,,,0.9185,0.9182914339406908,0.9183127660640092,0.9185,0.9182914339406903,0.918312766064009,0.9185,0.0227535555684457,0.4982610734738215,92.21666666666668,92.45833333333331,99.20833333333331,313.7284531593323
fashion_mnist_SimpleCNN_AdamW_1337_1750335151,fashion_mnist,SimpleCNN,AdamW,1337,0.001,50,32,,0.01,,,0.9159,0.915447238194463,0.9153576786949056,0.9159,0.9154472381944628,0.9153576786949056,0.9159,0.0214835372038036,0.6285741220773974,91.88333333333334,92.55,99.275,311.1229612827301
fashion_mnist_SimpleCNN_AdamW_2025_1750331600,fashion_mnist,SimpleCNN,AdamW,2025,0.001,50,32,,0.01,,,0.9104,0.9092311564110932,0.9104593539506748,0.9104,0.9092311564110932,0.9104593539506748,0.9104,0.041611096250179,0.5412025854613942,91.53333333333332,92.30833333333334,98.56041666666668,314.65800309181213
fashion_mnist_SimpleCNN_AdamW_2025_1750332931,fashion_mnist,SimpleCNN,AdamW,2025,0.001,50,32,,0.01,,,0.9134,0.9137398170472316,0.914251976322538,0.9134,0.9137398170472316,0.914251976322538,0.9134,0.0443275800266627,0.6579230935184363,91.50833333333334,92.33333333333331,98.61875,312.5038411617279
fashion_mnist_SimpleCNN_AdamW_2025_1750334267,fashion_mnist,SimpleCNN,AdamW,2025,0.001,50,32,,0.01,,,0.9134,0.9124587012859084,0.9134831279816558,0.9134,0.9124587012859084,0.9134831279816558,0.9134,0.0207545591435117,0.5020180591692139,92.125,92.225,99.32291666666669,312.7750871181488
fashion_mnist_SimpleCNN_AdamW_2025_1750335591,fashion_mnist,SimpleCNN,AdamW,2025,0.001,50,32,,0.01,,,0.9126,0.9122997535090668,0.9124444832957276,0.9126,0.9122997535090668,0.9124444832957276,0.9126,0.0212340298747268,0.6824383213787417,91.85833333333332,92.3,99.24791666666668,316.4568612575531
fashion_mnist_SimpleCNN_AdamW_42_1750330713,fashion_mnist,SimpleCNN,AdamW,42,0.001,50,32,,0.01,,,0.9094,0.9099570126768136,0.9109519573357232,0.9094,0.9099570126768136,0.9109519573357232,0.9094,0.0406084916015073,0.5218556250435455,91.675,92.28333333333332,98.56458333333332,313.2006096839905
fashion_mnist_SimpleCNN_AdamW_42_1750332044,fashion_mnist,SimpleCNN,AdamW,42,0.001,50,32,,0.01,,,0.916,0.9159219351721032,0.916084739964588,0.916,0.9159219351721032,0.916084739964588,0.916,0.0408371725487166,0.7330640614597869,91.725,92.26666666666668,98.71041666666666,312.89023065567017
fashion_mnist_SimpleCNN_AdamW_42_1750333373,fashion_mnist,SimpleCNN,AdamW,42,0.001,50,32,,0.01,,,0.916,0.9155613831474444,0.9157132228485289,0.916,0.9155613831474444,0.9157132228485289,0.916,0.0217953691275441,0.5037063202938686,92.09166666666668,92.575,99.21875,317.5326507091522
fashion_mnist_SimpleCNN_AdamW_42_1750334710,fashion_mnist,SimpleCNN,AdamW,42,0.001,50,32,,0.01,,,0.9155,0.915863269192457,0.91662687144218,0.9155,0.915863269192457,0.9166268714421798,0.9155,0.0239275368978417,0.6232359239974661,92.1,92.43333333333334,99.25416666666666,311.73887872695923
fashion_mnist_SimpleCNN_Adam_1337_1750328427,fashion_mnist,SimpleCNN,Adam,1337,0.001,50,32,,,,,0.9088,0.9083393867774392,0.9086178624524364,0.9088,0.9083393867774392,0.9086178624524364,0.9088,0.0538809187512683,0.6795940093949903,91.03333333333332,92.26666666666668,98.42291666666668,318.5945672988892
fashion_mnist_SimpleCNN_Adam_1337_1750329764,fashion_mnist,SimpleCNN,Adam,1337,0.001,50,32,,,,,0.9155,0.9156842682873954,0.916307180092119,0.9155,0.9156842682873954,0.9163071800921188,0.9155,0.0225974430681594,0.6359462219839722,91.96666666666668,92.475,99.25416666666666,313.7267060279846
fashion_mnist_SimpleCNN_Adam_2025_1750328874,fashion_mnist,SimpleCNN,Adam,2025,0.001,50,32,,,,,0.912,0.9117274386314598,0.912022702733988,0.912,0.9117274386314596,0.912022702733988,0.912,0.0516888643998519,0.7017282785686354,91.93333333333334,92.275,98.46666666666668,315.7446343898773
fashion_mnist_SimpleCNN_Adam_2025_1750330269,fashion_mnist,SimpleCNN,Adam,2025,0.001,50,32,,,,,0.9168,0.91669943272316,0.916756837191702,0.9168,0.91669943272316,0.9167568371917016,0.9168,0.0250839779319358,0.6567572470395923,91.69166666666666,92.275,99.20416666666668,314.2871098518372
fashion_mnist_SimpleCNN_Adam_42_1750327984,fashion_mnist,SimpleCNN,Adam,42,0.001,50,32,,,,,0.9116,0.9113411578282566,0.9114315668265136,0.9116,0.9113411578282568,0.9114315668265136,0.9116,0.047470803433004,0.7255804673235834,91.775,92.125,98.61458333333331,313.3163857460022
fashion_mnist_SimpleCNN_Adam_42_1750329320,fashion_mnist,SimpleCNN,Adam,42,0.001,50,32,,,,,0.9149,0.9150474143649054,0.9153969573888936,0.9149,0.9150474143649052,0.9153969573888936,0.9149,0.0252982915953046,0.7483360427407703,91.66666666666669,92.33333333333331,99.17708333333331,314.8321235179901
fashion_mnist_SimpleCNN_QNG_1337_1750339539,fashion_mnist,SimpleCNN,QNG,1337,0.001,50,32,,,,,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,2.3039789004325866,2.303615277608236,9.708333333333334,79.0,9.927083333333334,327.7330658435821
fashion_mnist_SimpleCNN_QNG_1337_1750340909,fashion_mnist,SimpleCNN,QNG,1337,0.001,50,32,,,,,0.8176,0.8167295544402308,0.8208462391871743,0.8176,0.8167295544402309,0.8208462391871745,0.8176,0.5761774056901534,0.5289887362718582,82.5,89.68333333333334,82.54583333333333,325.9738357067108
fashion_mnist_SimpleCNN_QNG_2025_1750339997,fashion_mnist,SimpleCNN,QNG,2025,0.001,50,32,,,,,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,2.3038366306622824,2.304535643259684,9.583333333333334,80.0,9.972916666666666,326.8088858127594
fashion_mnist_SimpleCNN_QNG_2025_1750341366,fashion_mnist,SimpleCNN,QNG,2025,0.001,50,32,,,,,0.8233,0.8206649210144906,0.8231838841883731,0.8233,0.8206649210144906,0.823183884188373,0.8233,0.5737185569902261,0.6042319638530413,83.2,89.86666666666666,82.15625,330.52417826652527
fashion_mnist_SimpleCNN_QNG_42_1750339080,fashion_mnist,SimpleCNN,QNG,42,0.001,50,32,,,,,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,2.303971355279286,2.303519475936889,10.2,80.6,9.9375,329.1248517036438
fashion_mnist_SimpleCNN_QNG_42_1750340453,fashion_mnist,SimpleCNN,QNG,42,0.001,50,32,,,,,0.8445,0.8430186590599755,0.844663098410798,0.8445,0.8430186590599754,0.844663098410798,0.8445,0.5583882244328657,0.8802160267531872,85.23333333333333,89.84166666666667,82.425,326.438285112381
fashion_mnist_SimpleCNN_SGD_1337_1750320626,fashion_mnist,SimpleCNN,SGD,1337,0.001,50,32,0.9,,,,0.9079,0.9080483585994092,0.9082892878530792,0.9079,0.908048358599409,0.9082892878530792,0.9079,0.0681664548470902,0.5167974076340907,91.45,92.225,97.80625,307.24687242507935
fashion_mnist_SimpleCNN_SGD_1337_1750321939,fashion_mnist,SimpleCNN,SGD,1337,0.001,50,32,0.9,,,,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,2.309841091791789,2.310878400166829,9.708333333333334,67.7,9.95625,310.72936511039734
fashion_mnist_SimpleCNN_SGD_1337_1750323258,fashion_mnist,SimpleCNN,SGD,1337,0.001,50,32,0.9,,,,0.9166,0.9156485700487946,0.9173755826906094,0.9166,0.9156485700487949,0.9173755826906094,0.9166,0.0922470182140047,0.2497121299343804,92.28333333333332,92.55833333333334,96.61458333333331,307.87141847610474
fashion_mnist_SimpleCNN_SGD_1337_1750324576,fashion_mnist,SimpleCNN,SGD,1337,0.001,50,32,0.9,,,,0.9119,0.911510366529838,0.9119429465648226,0.9119,0.9115103665298382,0.9119429465648226,0.9119,0.0498707507734097,0.5699684019021612,91.78333333333332,92.43333333333334,98.30208333333331,310.3538999557495
fashion_mnist_SimpleCNN_SGD_1337_1750325778,fashion_mnist,SimpleCNN,SGD,1337,0.001,50,32,0.9,,,,0.8754,0.8741411389824327,0.8760099266314232,0.8754000000000002,0.8741411389824327,0.8760099266314232,0.8754,0.3256351046661536,0.3244672235051791,88.33333333333333,88.49166666666666,88.25,309.629031419754
fashion_mnist_SimpleCNN_SGD_1337_1750327101,fashion_mnist,SimpleCNN,SGD,1337,0.001,50,32,0.9,,,,0.9203,0.9197924374831244,0.9197606843130448,0.9203,0.9197924374831242,0.9197606843130448,0.9203,0.093005737828246,0.2344925395064055,92.55833333333334,92.575,96.44583333333334,312.8648114204407
fashion_mnist_SimpleCNN_SGD_2025_1750321063,fashion_mnist,SimpleCNN,SGD,2025,0.001,50,32,0.9,,,,0.9088,0.9087719576996326,0.9093809257839162,0.9088,0.9087719576996326,0.9093809257839164,0.9088,0.0502788706114879,0.5181916887953024,91.59166666666668,92.05,98.32291666666669,306.8492612838745
fashion_mnist_SimpleCNN_SGD_2025_1750322380,fashion_mnist,SimpleCNN,SGD,2025,0.001,50,32,0.9,,,,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,2.309145747820536,2.310172388712565,10.058333333333334,10.333333333333334,9.929166666666667,310.2762508392334
fashion_mnist_SimpleCNN_SGD_2025_1750323695,fashion_mnist,SimpleCNN,SGD,2025,0.001,50,32,0.9,,,,0.9167,0.9172469863590894,0.918471916869364,0.9167,0.9172469863590892,0.9184719168693638,0.9167,0.0960341561585664,0.2496618994039793,92.01666666666668,92.1,96.40208333333334,309.58171701431274
fashion_mnist_SimpleCNN_SGD_2025_1750324897,fashion_mnist,SimpleCNN,SGD,2025,0.001,50,32,0.9,,,,0.9041,0.9038553569706088,0.9058856161631016,0.9041,0.9038553569706088,0.9058856161631016,0.9041,0.0535475353682166,0.5497540421602898,91.025,92.11666666666666,98.21458333333334,310.731880903244
fashion_mnist_SimpleCNN_SGD_2025_1750326218,fashion_mnist,SimpleCNN,SGD,2025,0.001,50,32,0.9,,,,0.8744,0.874559371154864,0.8750029867770834,0.8744000000000002,0.8745593711548638,0.8750029867770834,0.8744,0.3400602828115225,0.325266163110733,88.2,88.2,87.575,313.8939816951752
fashion_mnist_SimpleCNN_SGD_2025_1750327543,fashion_mnist,SimpleCNN,SGD,2025,0.001,50,32,0.9,,,,0.9186,0.9180623472549874,0.918412085288197,0.9186,0.9180623472549876,0.918412085288197,0.9186,0.0954219656626228,0.2502802479080855,91.93333333333334,92.33333333333331,96.34791666666666,311.4579374790192
fashion_mnist_SimpleCNN_SGD_42_1750320187,fashion_mnist,SimpleCNN,SGD,42,0.001,50,32,0.9,,,,0.9086,0.9073489166412292,0.908496901416854,0.9086,0.9073489166412292,0.908496901416854,0.9086,0.0463377265863104,0.5995559548988968,91.3,92.46666666666668,98.48541666666668,307.73696208000183
fashion_mnist_SimpleCNN_SGD_42_1750321501,fashion_mnist,SimpleCNN,SGD,42,0.001,50,32,0.9,,,,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,2.309986759821574,2.3084561595916746,10.2,66.38333333333334,10.183333333333334,308.3825125694275
fashion_mnist_SimpleCNN_SGD_42_1750322819,fashion_mnist,SimpleCNN,SGD,42,0.001,50,32,0.9,,,,0.9158,0.9147921886529502,0.9159147689785222,0.9158,0.9147921886529502,0.9159147689785224,0.9158,0.0906062247054651,0.2610049355228742,91.98333333333332,92.375,96.575,309.4806458950043
fashion_mnist_SimpleCNN_SGD_42_1750324134,fashion_mnist,SimpleCNN,SGD,42,0.001,50,32,0.9,,,,0.9098,0.9094752315627048,0.9093576844217324,0.9098,0.9094752315627048,0.9093576844217324,0.9098,0.0523835732335601,0.5551207588515245,91.48333333333332,92.31666666666666,98.30625,311.3294634819031
fashion_mnist_SimpleCNN_SGD_42_1750325337,fashion_mnist,SimpleCNN,SGD,42,0.001,50,32,0.9,,,,0.8807,0.8796915919865314,0.8797511175995526,0.8806999999999998,0.8796915919865315,0.8797511175995525,0.8807,0.3221935202777385,0.3187107672095299,88.38333333333334,88.51666666666667,88.22916666666667,310.9019558429718
fashion_mnist_SimpleCNN_SGD_42_1750326661,fashion_mnist,SimpleCNN,SGD,42,0.001,50,32,0.9,,,,0.9165,0.9153301138182744,0.9159439166655496,0.9165,0.9153301138182744,0.9159439166655496,0.9165,0.0928232695388918,0.2522956621370589,92.05,92.50833333333334,96.45,310.66738057136536
fashion_mnist_SimpleCNN_SPSA_1337_1750336566,fashion_mnist,SimpleCNN,SPSA,1337,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.008333333333333,10.008333333333333,9.997916666666669,398.7055163383484
fashion_mnist_SimpleCNN_SPSA_1337_1750338147,fashion_mnist,SimpleCNN,SPSA,1337,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.008333333333333,44.31666666666667,9.997916666666669,397.671594619751
