folder_name,dataset,model,optimizer,seed,learning_rate_grid,accuracy,macro_f1,macro_precision,macro_recall,weighted_f1,weighted_precision,weighted_recall,final_train_loss,final_val_loss,final_val_metric
adults_XGBoost_SGD_2025_1750163498,adults,XGBoost,SGD,2025,"0.1, 0.01, 0.001",0.8702016583068891,0.8106986398522449,0.8340515804645687,0.79361301619611,0.8660298198758898,0.8654647090178768,0.8702016583068891,-0.8863970823469192,-0.8760076775431862,0.8760076775431862
adults_XGBoost_SGD_2025_1750185345,adults,XGBoost,SGD,2025,"0.1, 0.01, 0.001",0.8702016583068891,0.8106986398522449,0.8340515804645687,0.79361301619611,0.8660298198758898,0.8654647090178768,0.8702016583068891,-0.8863970823469192,-0.8760076775431862,0.8760076775431862
adults_XGBoost_SGD_2025_1750185349,adults,XGBoost,SGD,2025,"0.1, 0.01, 0.001",0.8507523799774798,0.7525044945783562,0.8482350576742713,0.7172163545335651,0.8338004296454133,0.8500115191527584,0.8507523799774798,-0.8526137308848935,-0.853998720409469,0.853998720409469
adults_XGBoost_SGD_2025_1750185352,adults,XGBoost,SGD,2025,"0.1, 0.01, 0.001",0.7606715119254785,0.4320348837209302,0.3803357559627393,0.5,0.6572732564090966,0.5786211490549934,0.7606715119254785,-0.7607332522874144,-0.7607165706973769,0.7607165706973769
adults_XGBoost_SGD_42_1750163428,adults,XGBoost,SGD,42,"0.1, 0.01, 0.001",0.8764459002968574,0.8183702452225501,0.8461835500879953,0.7987434497174404,0.8719146534943544,0.8720653552288408,0.8764459002968574,-0.8852133853733444,-0.8766474728087013,0.8766474728087013
adults_XGBoost_SGD_42_1750163434,adults,XGBoost,SGD,42,"0.1, 0.01, 0.001",0.8527996724332071,0.7569376426417613,0.8504375008195969,0.7214935144993478,0.8365179715297537,0.8521137638860754,0.8527996724332071,-0.8521338537334442,-0.8531030070377479,0.8531030070377479
adults_XGBoost_SGD_42_1750163437,adults,XGBoost,SGD,42,"0.1, 0.01, 0.001",0.7606715119254785,0.4320348837209302,0.3803357559627393,0.5,0.6572732564090966,0.5786211490549934,0.7606715119254785,-0.7607332522874144,-0.7607165706973769,0.7607165706973769
adults_XGBoost_SGD_42_1750185273,adults,XGBoost,SGD,42,"0.1, 0.01, 0.001",0.8764459002968574,0.8183702452225501,0.8461835500879953,0.7987434497174404,0.8719146534943544,0.8720653552288408,0.8764459002968574,-0.8852133853733444,-0.8766474728087013,0.8766474728087013
adults_XGBoost_SGD_42_1750185279,adults,XGBoost,SGD,42,"0.1, 0.01, 0.001",0.8527996724332071,0.7569376426417613,0.8504375008195969,0.7214935144993478,0.8365179715297537,0.8521137638860754,0.8527996724332071,-0.8521338537334442,-0.8531030070377479,0.8531030070377479
adults_XGBoost_SGD_42_1750185283,adults,XGBoost,SGD,42,"0.1, 0.01, 0.001",0.7606715119254785,0.4320348837209302,0.3803357559627393,0.5,0.6572732564090966,0.5786211490549934,0.7606715119254785,-0.7607332522874144,-0.7607165706973769,0.7607165706973769
adults_XGBoost_SPSA_1337_1750163484,adults,XGBoost,SPSA,1337,"0.1, 0.01, 0.001",0.8736820554816256,0.8130621728689674,0.8438343803280803,0.7920898499442662,0.8685604763286596,0.8690314977749569,0.8736820554816256,-0.8831019259069678,-0.8802303262955854,0.8802303262955854
adults_XGBoost_SPSA_1337_1750163488,adults,XGBoost,SPSA,1337,"0.1, 0.01, 0.001",0.8534138601699253,0.7610807426802881,0.8450975640462408,0.726880686979464,0.8385140651526612,0.8511027953177458,0.8534138601699253,-0.8566766907671636,-0.855790147152911,0.855790147152911
adults_XGBoost_SPSA_1337_1750185332,adults,XGBoost,SPSA,1337,"0.1, 0.01, 0.001",0.8736820554816256,0.8130621728689674,0.8438343803280803,0.7920898499442662,0.8685604763286596,0.8690314977749569,0.8736820554816256,-0.8831019259069678,-0.8802303262955854,0.8802303262955854
adults_XGBoost_SPSA_1337_1750185335,adults,XGBoost,SPSA,1337,"0.1, 0.01, 0.001",0.8534138601699253,0.7610807426802881,0.8450975640462408,0.726880686979464,0.8385140651526612,0.8511027953177458,0.8534138601699253,-0.8566766907671636,-0.855790147152911,0.855790147152911
adults_XGBoost_SPSA_2025_1750185366,adults,XGBoost,SPSA,2025,"0.1, 0.01, 0.001",0.8702016583068891,0.8106986398522449,0.8340515804645687,0.79361301619611,0.8660298198758898,0.8654647090178768,0.8702016583068891,-0.8863970823469192,-0.8760076775431862,0.8760076775431862
adults_XGBoost_SPSA_2025_1750185369,adults,XGBoost,SPSA,2025,"0.1, 0.01, 0.001",0.8507523799774798,0.7525044945783562,0.8482350576742713,0.7172163545335651,0.8338004296454133,0.8500115191527584,0.8507523799774798,-0.8526137308848935,-0.853998720409469,0.853998720409469
adults_XGBoost_SPSA_42_1750163450,adults,XGBoost,SPSA,42,"0.1, 0.01, 0.001",0.8764459002968574,0.8183702452225501,0.8461835500879953,0.7987434497174404,0.8719146534943544,0.8720653552288408,0.8764459002968574,-0.8852133853733444,-0.8766474728087013,0.8766474728087013
adults_XGBoost_SPSA_42_1750163454,adults,XGBoost,SPSA,42,"0.1, 0.01, 0.001",0.8527996724332071,0.7569376426417613,0.8504375008195969,0.7214935144993478,0.8365179715297537,0.8521137638860754,0.8527996724332071,-0.8521338537334442,-0.8531030070377479,0.8531030070377479
adults_XGBoost_SPSA_42_1750185297,adults,XGBoost,SPSA,42,"0.1, 0.01, 0.001",0.8764459002968574,0.8183702452225501,0.8461835500879953,0.7987434497174404,0.8719146534943544,0.8720653552288408,0.8764459002968574,-0.8852133853733444,-0.8766474728087013,0.8766474728087013
adults_XGBoost_SPSA_42_1750185301,adults,XGBoost,SPSA,42,"0.1, 0.01, 0.001",0.8527996724332071,0.7569376426417613,0.8504375008195969,0.7214935144993478,0.8365179715297537,0.8521137638860754,0.8527996724332071,-0.8521338537334442,-0.8531030070377479,0.8531030070377479
higgs_CatBoost_Adam_1337_1750186107,higgs,CatBoost,Adam,1337,"0.1, 0.01, 0.001",0.9311,0.931097088852004,0.9311728682147284,0.9311,0.931097088852004,0.9311728682147284,0.9311,-0.93471875,-0.93375,0.93375
higgs_CatBoost_Adam_1337_1750186112,higgs,CatBoost,Adam,1337,"0.1, 0.01, 0.001",0.8575,0.8574936028878337,0.8575642042285113,0.8574999999999999,0.8574936028878335,0.8575642042285113,0.8575,-0.85834375,-0.858,0.858
higgs_CatBoost_Adam_1337_1750186117,higgs,CatBoost,Adam,1337,"0.1, 0.01, 0.001",0.8285,0.8284992436816646,0.828505794842221,0.8285,0.8284992436816647,0.8285057948422211,0.8285,-0.82928125,-0.834375,0.834375
higgs_CatBoost_Adam_2025_1750186154,higgs,CatBoost,Adam,2025,"0.1, 0.01, 0.001",0.9338,0.9337982099035956,0.9338469248833954,0.9338,0.933798209903596,0.9338469248833956,0.9338,-0.9369375,-0.932625,0.932625
higgs_CatBoost_Adam_2025_1750186159,higgs,CatBoost,Adam,2025,"0.1, 0.01, 0.001",0.8597,0.8596947792427356,0.8597535457177445,0.8597,0.8596947792427356,0.8597535457177446,0.8597,-0.85940625,-0.862375,0.862375
higgs_CatBoost_Adam_2025_1750186164,higgs,CatBoost,Adam,2025,"0.1, 0.01, 0.001",0.8327,0.8326983922315494,0.8327127894796276,0.8327,0.8326983922315492,0.8327127894796275,0.8327,-0.82671875,-0.834875,0.834875
higgs_CatBoost_Adam_42_1750186061,higgs,CatBoost,Adam,42,"0.1, 0.01, 0.001",0.9296,0.929598637029613,0.9296332708004909,0.9296,0.929598637029613,0.9296332708004909,0.9296,-0.9366875,-0.931,0.931
higgs_CatBoost_Adam_42_1750186065,higgs,CatBoost,Adam,42,"0.1, 0.01, 0.001",0.8558,0.8557925242844588,0.8558737939899217,0.8558,0.8557925242844588,0.8558737939899218,0.8558,-0.86059375,-0.857625,0.857625
higgs_CatBoost_Adam_42_1750186070,higgs,CatBoost,Adam,42,"0.1, 0.01, 0.001",0.8297,0.8296997939367508,0.8297015957557234,0.8297,0.8296997939367505,0.8297015957557234,0.8297,-0.83096875,-0.830875,0.830875
higgs_CatBoost_QNG_1337_1750186131,higgs,CatBoost,QNG,1337,"0.1, 0.01, 0.001",0.9311,0.931097088852004,0.9311728682147284,0.9311,0.931097088852004,0.9311728682147284,0.9311,-0.93471875,-0.93375,0.93375
higgs_CatBoost_QNG_1337_1750186136,higgs,CatBoost,QNG,1337,"0.1, 0.01, 0.001",0.8575,0.8574936028878337,0.8575642042285113,0.8574999999999999,0.8574936028878335,0.8575642042285113,0.8575,-0.85834375,-0.858,0.858
higgs_CatBoost_QNG_2025_1750186178,higgs,CatBoost,QNG,2025,"0.1, 0.01, 0.001",0.9338,0.9337982099035956,0.9338469248833954,0.9338,0.933798209903596,0.9338469248833956,0.9338,-0.9369375,-0.932625,0.932625
higgs_CatBoost_QNG_2025_1750186184,higgs,CatBoost,QNG,2025,"0.1, 0.01, 0.001",0.8597,0.8596947792427356,0.8597535457177445,0.8597,0.8596947792427356,0.8597535457177446,0.8597,-0.85940625,-0.862375,0.862375
higgs_CatBoost_QNG_42_1750186084,higgs,CatBoost,QNG,42,"0.1, 0.01, 0.001",0.9296,0.929598637029613,0.9296332708004909,0.9296,0.929598637029613,0.9296332708004909,0.9296,-0.9366875,-0.931,0.931
higgs_CatBoost_QNG_42_1750186089,higgs,CatBoost,QNG,42,"0.1, 0.01, 0.001",0.8558,0.8557925242844588,0.8558737939899217,0.8558,0.8557925242844588,0.8558737939899218,0.8558,-0.86059375,-0.857625,0.857625
higgs_CatBoost_SGD_1337_1750186094,higgs,CatBoost,SGD,1337,"0.1, 0.01, 0.001",0.9311,0.931097088852004,0.9311728682147284,0.9311,0.931097088852004,0.9311728682147284,0.9311,-0.93471875,-0.93375,0.93375
higgs_CatBoost_SGD_1337_1750186099,higgs,CatBoost,SGD,1337,"0.1, 0.01, 0.001",0.8575,0.8574936028878337,0.8575642042285113,0.8574999999999999,0.8574936028878335,0.8575642042285113,0.8575,-0.85834375,-0.858,0.858
higgs_CatBoost_SGD_1337_1750186103,higgs,CatBoost,SGD,1337,"0.1, 0.01, 0.001",0.8285,0.8284992436816646,0.828505794842221,0.8285,0.8284992436816647,0.8285057948422211,0.8285,-0.82928125,-0.834375,0.834375
higgs_CatBoost_SGD_2025_1750186140,higgs,CatBoost,SGD,2025,"0.1, 0.01, 0.001",0.9338,0.9337982099035956,0.9338469248833954,0.9338,0.933798209903596,0.9338469248833956,0.9338,-0.9369375,-0.932625,0.932625
higgs_CatBoost_SGD_2025_1750186145,higgs,CatBoost,SGD,2025,"0.1, 0.01, 0.001",0.8597,0.8596947792427356,0.8597535457177445,0.8597,0.8596947792427356,0.8597535457177446,0.8597,-0.85940625,-0.862375,0.862375
higgs_CatBoost_SGD_2025_1750186149,higgs,CatBoost,SGD,2025,"0.1, 0.01, 0.001",0.8327,0.8326983922315494,0.8327127894796276,0.8327,0.8326983922315492,0.8327127894796275,0.8327,-0.82671875,-0.834875,0.834875
higgs_CatBoost_SGD_42_1750186046,higgs,CatBoost,SGD,42,"0.1, 0.01, 0.001",0.9296,0.929598637029613,0.9296332708004909,0.9296,0.929598637029613,0.9296332708004909,0.9296,-0.9366875,-0.931,0.931
higgs_CatBoost_SGD_42_1750186051,higgs,CatBoost,SGD,42,"0.1, 0.01, 0.001",0.8558,0.8557925242844588,0.8558737939899217,0.8558,0.8557925242844588,0.8558737939899218,0.8558,-0.86059375,-0.857625,0.857625
higgs_CatBoost_SGD_42_1750186056,higgs,CatBoost,SGD,42,"0.1, 0.01, 0.001",0.8297,0.8296997939367508,0.8297015957557234,0.8297,0.8296997939367505,0.8297015957557234,0.8297,-0.83096875,-0.830875,0.830875
higgs_CatBoost_SPSA_1337_1750186121,higgs,CatBoost,SPSA,1337,"0.1, 0.01, 0.001",0.9311,0.931097088852004,0.9311728682147284,0.9311,0.931097088852004,0.9311728682147284,0.9311,-0.93471875,-0.93375,0.93375
higgs_CatBoost_SPSA_1337_1750186126,higgs,CatBoost,SPSA,1337,"0.1, 0.01, 0.001",0.8575,0.8574936028878337,0.8575642042285113,0.8574999999999999,0.8574936028878335,0.8575642042285113,0.8575,-0.85834375,-0.858,0.858
higgs_CatBoost_SPSA_2025_1750186168,higgs,CatBoost,SPSA,2025,"0.1, 0.01, 0.001",0.9338,0.9337982099035956,0.9338469248833954,0.9338,0.933798209903596,0.9338469248833956,0.9338,-0.9369375,-0.932625,0.932625
higgs_CatBoost_SPSA_2025_1750186173,higgs,CatBoost,SPSA,2025,"0.1, 0.01, 0.001",0.8597,0.8596947792427356,0.8597535457177445,0.8597,0.8596947792427356,0.8597535457177446,0.8597,-0.85940625,-0.862375,0.862375
higgs_CatBoost_SPSA_42_1750186074,higgs,CatBoost,SPSA,42,"0.1, 0.01, 0.001",0.9296,0.929598637029613,0.9296332708004909,0.9296,0.929598637029613,0.9296332708004909,0.9296,-0.9366875,-0.931,0.931
higgs_CatBoost_SPSA_42_1750186079,higgs,CatBoost,SPSA,42,"0.1, 0.01, 0.001",0.8558,0.8557925242844588,0.8558737939899217,0.8558,0.8557925242844588,0.8558737939899218,0.8558,-0.86059375,-0.857625,0.857625
higgs_LightGBM_Adam_1337_1750185787,higgs,LightGBM,Adam,1337,"0.1, 0.01, 0.001",0.9274,0.9274,0.9274,0.9274,0.9274,0.9274,0.9274,-0.95075,-0.92675,0.92675
higgs_LightGBM_Adam_1337_1750185791,higgs,LightGBM,Adam,1337,"0.1, 0.01, 0.001",0.8542,0.854195095123,0.8542476675661477,0.8542000000000001,0.854195095123,0.8542476675661477,0.8542,-0.8661875,-0.8585,0.8585
higgs_LightGBM_Adam_1337_1750185794,higgs,LightGBM,Adam,1337,"0.1, 0.01, 0.001",0.8356,0.8355771057562055,0.835787019938625,0.8356,0.8355771057562055,0.835787019938625,0.8356,-0.84878125,-0.844,0.844
higgs_LightGBM_Adam_2025_1750185821,higgs,LightGBM,Adam,2025,"0.1, 0.01, 0.001",0.9251,0.9250995318720742,0.9251106277656942,0.9251,0.9250995318720744,0.9251106277656942,0.9251,-0.95121875,-0.927125,0.927125
higgs_LightGBM_Adam_2025_1750185824,higgs,LightGBM,Adam,2025,"0.1, 0.01, 0.001",0.8616,0.861588788691884,0.8617171963716244,0.8616,0.8615887886918842,0.8617171963716242,0.8616,-0.8686875,-0.86275,0.86275
higgs_LightGBM_Adam_2025_1750185827,higgs,LightGBM,Adam,2025,"0.1, 0.01, 0.001",0.8405,0.8404682834994426,0.8407709947258458,0.8405,0.8404682834994426,0.8407709947258459,0.8405,-0.8425625,-0.840375,0.840375
higgs_LightGBM_Adam_42_1750185753,higgs,LightGBM,Adam,42,"0.1, 0.01, 0.001",0.9228,0.922799987647998,0.9228002705921732,0.9228,0.922799987647998,0.9228002705921732,0.9228,-0.95009375,-0.926,0.926
higgs_LightGBM_Adam_42_1750185756,higgs,LightGBM,Adam,42,"0.1, 0.01, 0.001",0.8565,0.8564975877244496,0.8565239726719225,0.8565,0.8564975877244496,0.8565239726719225,0.8565,-0.86965625,-0.853875,0.853875
higgs_LightGBM_Adam_42_1750185760,higgs,LightGBM,Adam,42,"0.1, 0.01, 0.001",0.8422,0.8421927029905862,0.8422633050208966,0.8422000000000001,0.8421927029905862,0.8422633050208966,0.8422,-0.8501875,-0.838,0.838
higgs_LightGBM_QNG_1337_1750185804,higgs,LightGBM,QNG,1337,"0.1, 0.01, 0.001",0.9274,0.9274,0.9274,0.9274,0.9274,0.9274,0.9274,-0.95075,-0.92675,0.92675
higgs_LightGBM_QNG_1337_1750185807,higgs,LightGBM,QNG,1337,"0.1, 0.01, 0.001",0.8542,0.854195095123,0.8542476675661477,0.8542000000000001,0.854195095123,0.8542476675661477,0.8542,-0.8661875,-0.8585,0.8585
higgs_LightGBM_QNG_2025_1750185837,higgs,LightGBM,QNG,2025,"0.1, 0.01, 0.001",0.9251,0.9250995318720742,0.9251106277656942,0.9251,0.9250995318720744,0.9251106277656942,0.9251,-0.95121875,-0.927125,0.927125
higgs_LightGBM_QNG_2025_1750185841,higgs,LightGBM,QNG,2025,"0.1, 0.01, 0.001",0.8616,0.861588788691884,0.8617171963716244,0.8616,0.8615887886918842,0.8617171963716242,0.8616,-0.8686875,-0.86275,0.86275
higgs_LightGBM_QNG_42_1750185770,higgs,LightGBM,QNG,42,"0.1, 0.01, 0.001",0.9228,0.922799987647998,0.9228002705921732,0.9228,0.922799987647998,0.9228002705921732,0.9228,-0.95009375,-0.926,0.926
higgs_LightGBM_QNG_42_1750185773,higgs,LightGBM,QNG,42,"0.1, 0.01, 0.001",0.8565,0.8564975877244496,0.8565239726719225,0.8565,0.8564975877244496,0.8565239726719225,0.8565,-0.86965625,-0.853875,0.853875
higgs_LightGBM_SGD_1337_1750185777,higgs,LightGBM,SGD,1337,"0.1, 0.01, 0.001",0.9274,0.9274,0.9274,0.9274,0.9274,0.9274,0.9274,-0.95075,-0.92675,0.92675
higgs_LightGBM_SGD_1337_1750185780,higgs,LightGBM,SGD,1337,"0.1, 0.01, 0.001",0.8542,0.854195095123,0.8542476675661477,0.8542000000000001,0.854195095123,0.8542476675661477,0.8542,-0.8661875,-0.8585,0.8585
higgs_LightGBM_SGD_1337_1750185784,higgs,LightGBM,SGD,1337,"0.1, 0.01, 0.001",0.8356,0.8355771057562055,0.835787019938625,0.8356,0.8355771057562055,0.835787019938625,0.8356,-0.84878125,-0.844,0.844
higgs_LightGBM_SGD_2025_1750185811,higgs,LightGBM,SGD,2025,"0.1, 0.01, 0.001",0.9251,0.9250995318720742,0.9251106277656942,0.9251,0.9250995318720744,0.9251106277656942,0.9251,-0.95121875,-0.927125,0.927125
higgs_LightGBM_SGD_2025_1750185814,higgs,LightGBM,SGD,2025,"0.1, 0.01, 0.001",0.8616,0.861588788691884,0.8617171963716244,0.8616,0.8615887886918842,0.8617171963716242,0.8616,-0.8686875,-0.86275,0.86275
higgs_LightGBM_SGD_2025_1750185818,higgs,LightGBM,SGD,2025,"0.1, 0.01, 0.001",0.8405,0.8404682834994426,0.8407709947258458,0.8405,0.8404682834994426,0.8407709947258459,0.8405,-0.8425625,-0.840375,0.840375
higgs_LightGBM_SGD_42_1750185744,higgs,LightGBM,SGD,42,"0.1, 0.01, 0.001",0.9228,0.922799987647998,0.9228002705921732,0.9228,0.922799987647998,0.9228002705921732,0.9228,-0.95009375,-0.926,0.926
higgs_LightGBM_SGD_42_1750185748,higgs,LightGBM,SGD,42,"0.1, 0.01, 0.001",0.8565,0.8564975877244496,0.8565239726719225,0.8565,0.8564975877244496,0.8565239726719225,0.8565,-0.86965625,-0.853875,0.853875
higgs_LightGBM_SGD_42_1750185750,higgs,LightGBM,SGD,42,"0.1, 0.01, 0.001",0.8422,0.8421927029905862,0.8422633050208966,0.8422000000000001,0.8421927029905862,0.8422633050208966,0.8422,-0.8501875,-0.838,0.838
higgs_LightGBM_SPSA_1337_1750185798,higgs,LightGBM,SPSA,1337,"0.1, 0.01, 0.001",0.9274,0.9274,0.9274,0.9274,0.9274,0.9274,0.9274,-0.95075,-0.92675,0.92675
higgs_LightGBM_SPSA_1337_1750185801,higgs,LightGBM,SPSA,1337,"0.1, 0.01, 0.001",0.8542,0.854195095123,0.8542476675661477,0.8542000000000001,0.854195095123,0.8542476675661477,0.8542,-0.8661875,-0.8585,0.8585
higgs_LightGBM_SPSA_2025_1750185831,higgs,LightGBM,SPSA,2025,"0.1, 0.01, 0.001",0.9251,0.9250995318720742,0.9251106277656942,0.9251,0.9250995318720744,0.9251106277656942,0.9251,-0.95121875,-0.927125,0.927125
higgs_LightGBM_SPSA_2025_1750185834,higgs,LightGBM,SPSA,2025,"0.1, 0.01, 0.001",0.8616,0.861588788691884,0.8617171963716244,0.8616,0.8615887886918842,0.8617171963716242,0.8616,-0.8686875,-0.86275,0.86275
higgs_LightGBM_SPSA_42_1750185763,higgs,LightGBM,SPSA,42,"0.1, 0.01, 0.001",0.9228,0.922799987647998,0.9228002705921732,0.9228,0.922799987647998,0.9228002705921732,0.9228,-0.95009375,-0.926,0.926
higgs_LightGBM_SPSA_42_1750185766,higgs,LightGBM,SPSA,42,"0.1, 0.01, 0.001",0.8565,0.8564975877244496,0.8565239726719225,0.8565,0.8564975877244496,0.8565239726719225,0.8565,-0.86965625,-0.853875,0.853875
higgs_XGBoost_Adam_1337_1750185507,higgs,XGBoost,Adam,1337,"0.1, 0.01, 0.001",0.9192,0.9191982902358212,0.9192354840913736,0.9192,0.9191982902358212,0.9192354840913736,0.9192,-0.9541875,-0.92275,0.92275
higgs_XGBoost_Adam_1337_1750185511,higgs,XGBoost,Adam,1337,"0.1, 0.01, 0.001",0.8556,0.8555716920516421,0.8558790091431683,0.8556,0.8555716920516421,0.8558790091431682,0.8556,-0.8718125,-0.860625,0.860625
higgs_XGBoost_Adam_1337_1750185515,higgs,XGBoost,Adam,1337,"0.1, 0.01, 0.001",0.8283,0.8281024536207254,0.8298161118958072,0.8283,0.8281024536207254,0.8298161118958073,0.8283,-0.8435625,-0.83725,0.83725
higgs_XGBoost_Adam_2025_1750185544,higgs,XGBoost,Adam,2025,"0.1, 0.01, 0.001",0.9198,0.9197996118301212,0.919808127485348,0.9198,0.9197996118301212,0.919808127485348,0.9198,-0.95453125,-0.916125,0.916125
higgs_XGBoost_Adam_2025_1750185547,higgs,XGBoost,Adam,2025,"0.1, 0.01, 0.001",0.8578,0.8577705072923922,0.8580970199922624,0.8578,0.8577705072923921,0.8580970199922624,0.8578,-0.8721875,-0.860375,0.860375
higgs_XGBoost_Adam_2025_1750185551,higgs,XGBoost,Adam,2025,"0.1, 0.01, 0.001",0.8317,0.8316250377830714,0.8322917584551273,0.8317,0.8316250377830715,0.8322917584551273,0.8317,-0.83759375,-0.82775,0.82775
higgs_XGBoost_Adam_42_1750185471,higgs,XGBoost,Adam,42,"0.1, 0.01, 0.001",0.9184,0.9183989424502942,0.9184216909804604,0.9184,0.9183989424502944,0.9184216909804604,0.9184,-0.95628125,-0.92125,0.92125
higgs_XGBoost_Adam_42_1750185475,higgs,XGBoost,Adam,42,"0.1, 0.01, 0.001",0.8571,0.8570769479409334,0.8573305353681981,0.8571,0.8570769479409334,0.8573305353681983,0.8571,-0.87321875,-0.85675,0.85675
higgs_XGBoost_Adam_42_1750185479,higgs,XGBoost,Adam,42,"0.1, 0.01, 0.001",0.8231,0.8229265228852054,0.8243711326196645,0.8230999999999999,0.8229265228852055,0.8243711326196647,0.8231,-0.8418125,-0.83075,0.83075
higgs_XGBoost_QNG_1337_1750185526,higgs,XGBoost,QNG,1337,"0.1, 0.01, 0.001",0.9192,0.9191982902358212,0.9192354840913736,0.9192,0.9191982902358212,0.9192354840913736,0.9192,-0.9541875,-0.92275,0.92275
higgs_XGBoost_QNG_1337_1750185529,higgs,XGBoost,QNG,1337,"0.1, 0.01, 0.001",0.8556,0.8555716920516421,0.8558790091431683,0.8556,0.8555716920516421,0.8558790091431682,0.8556,-0.8718125,-0.860625,0.860625
higgs_XGBoost_QNG_2025_1750185562,higgs,XGBoost,QNG,2025,"0.1, 0.01, 0.001",0.9198,0.9197996118301212,0.919808127485348,0.9198,0.9197996118301212,0.919808127485348,0.9198,-0.95453125,-0.916125,0.916125
higgs_XGBoost_QNG_2025_1750185566,higgs,XGBoost,QNG,2025,"0.1, 0.01, 0.001",0.8578,0.8577705072923922,0.8580970199922624,0.8578,0.8577705072923921,0.8580970199922624,0.8578,-0.8721875,-0.860375,0.860375
higgs_XGBoost_QNG_42_1750185489,higgs,XGBoost,QNG,42,"0.1, 0.01, 0.001",0.9184,0.9183989424502942,0.9184216909804604,0.9184,0.9183989424502944,0.9184216909804604,0.9184,-0.95628125,-0.92125,0.92125
higgs_XGBoost_QNG_42_1750185493,higgs,XGBoost,QNG,42,"0.1, 0.01, 0.001",0.8571,0.8570769479409334,0.8573305353681981,0.8571,0.8570769479409334,0.8573305353681983,0.8571,-0.87321875,-0.85675,0.85675
higgs_XGBoost_SGD_1337_1750185496,higgs,XGBoost,SGD,1337,"0.1, 0.01, 0.001",0.9192,0.9191982902358212,0.9192354840913736,0.9192,0.9191982902358212,0.9192354840913736,0.9192,-0.9541875,-0.92275,0.92275
higgs_XGBoost_SGD_1337_1750185500,higgs,XGBoost,SGD,1337,"0.1, 0.01, 0.001",0.8556,0.8555716920516421,0.8558790091431683,0.8556,0.8555716920516421,0.8558790091431682,0.8556,-0.8718125,-0.860625,0.860625
higgs_XGBoost_SGD_1337_1750185503,higgs,XGBoost,SGD,1337,"0.1, 0.01, 0.001",0.8283,0.8281024536207254,0.8298161118958072,0.8283,0.8281024536207254,0.8298161118958073,0.8283,-0.8435625,-0.83725,0.83725
higgs_XGBoost_SGD_2025_1750185533,higgs,XGBoost,SGD,2025,"0.1, 0.01, 0.001",0.9198,0.9197996118301212,0.919808127485348,0.9198,0.9197996118301212,0.919808127485348,0.9198,-0.95453125,-0.916125,0.916125
higgs_XGBoost_SGD_2025_1750185537,higgs,XGBoost,SGD,2025,"0.1, 0.01, 0.001",0.8578,0.8577705072923922,0.8580970199922624,0.8578,0.8577705072923921,0.8580970199922624,0.8578,-0.8721875,-0.860375,0.860375
higgs_XGBoost_SGD_2025_1750185540,higgs,XGBoost,SGD,2025,"0.1, 0.01, 0.001",0.8317,0.8316250377830714,0.8322917584551273,0.8317,0.8316250377830715,0.8322917584551273,0.8317,-0.83759375,-0.82775,0.82775
higgs_XGBoost_SGD_42_1750185460,higgs,XGBoost,SGD,42,"0.1, 0.01, 0.001",0.9184,0.9183989424502942,0.9184216909804604,0.9184,0.9183989424502944,0.9184216909804604,0.9184,-0.95628125,-0.92125,0.92125
higgs_XGBoost_SGD_42_1750185464,higgs,XGBoost,SGD,42,"0.1, 0.01, 0.001",0.8571,0.8570769479409334,0.8573305353681981,0.8571,0.8570769479409334,0.8573305353681983,0.8571,-0.87321875,-0.85675,0.85675
higgs_XGBoost_SGD_42_1750185467,higgs,XGBoost,SGD,42,"0.1, 0.01, 0.001",0.8231,0.8229265228852054,0.8243711326196645,0.8230999999999999,0.8229265228852055,0.8243711326196647,0.8231,-0.8418125,-0.83075,0.83075
higgs_XGBoost_SPSA_1337_1750185518,higgs,XGBoost,SPSA,1337,"0.1, 0.01, 0.001",0.9192,0.9191982902358212,0.9192354840913736,0.9192,0.9191982902358212,0.9192354840913736,0.9192,-0.9541875,-0.92275,0.92275
higgs_XGBoost_SPSA_1337_1750185522,higgs,XGBoost,SPSA,1337,"0.1, 0.01, 0.001",0.8556,0.8555716920516421,0.8558790091431683,0.8556,0.8555716920516421,0.8558790091431682,0.8556,-0.8718125,-0.860625,0.860625
higgs_XGBoost_SPSA_2025_1750185555,higgs,XGBoost,SPSA,2025,"0.1, 0.01, 0.001",0.9198,0.9197996118301212,0.919808127485348,0.9198,0.9197996118301212,0.919808127485348,0.9198,-0.95453125,-0.916125,0.916125
higgs_XGBoost_SPSA_2025_1750185558,higgs,XGBoost,SPSA,2025,"0.1, 0.01, 0.001",0.8578,0.8577705072923922,0.8580970199922624,0.8578,0.8577705072923921,0.8580970199922624,0.8578,-0.8721875,-0.860375,0.860375
higgs_XGBoost_SPSA_42_1750185482,higgs,XGBoost,SPSA,42,"0.1, 0.01, 0.001",0.9184,0.9183989424502942,0.9184216909804604,0.9184,0.9183989424502944,0.9184216909804604,0.9184,-0.95628125,-0.92125,0.92125
higgs_XGBoost_SPSA_42_1750185486,higgs,XGBoost,SPSA,42,"0.1, 0.01, 0.001",0.8571,0.8570769479409334,0.8573305353681981,0.8571,0.8570769479409334,0.8573305353681983,0.8571,-0.87321875,-0.85675,0.85675
